,mmsi,vessel_name,vessel_type,flag_country
1981,431001104,RISSHINMARU,Cargo,Japan
1982,356008000,BRILLIANT SAKURA,Cargo,Panama
1983,431010345,KEHI TURUGA MARU,Cargo,Japan
1984,312669000,GAO XIN 6,Cargo,Belize
1985,538003240,OCEAN PEGASUS,Cargo,Marshall Islands
1986,636020886,HOLSATIA,Cargo,Liberia
1987,477654700,OCEAN VENTURE,Cargo,Hong Kong
1988,220061000,CORNELIA MAERSK,Cargo,Denmark
1989,671950000,WINNER,Cargo,Togo
1990,370034000,PACIFIC OPAL,Cargo,Panama
1991,431002191,CHOKAIMARU,Fishing,Japan
1992,353059000,HEUNG-A SARAH,Cargo,Panama
1993,352001294,HOKULINK,Cargo,Panama
1994,431493000,ALBANY PIONEER,Cargo,Japan
1995,431014517,MYOUSEI,Cargo,Japan
1996,431000548,SUMISEMARU NO 7,Cargo,Japan
1997,431900089,NO18OUKIMARU,Fishing,Japan
1998,636016703,YM ENLIGHTENMENT,Cargo,Liberia
1999,563160200,EVER FUTURE,Cargo,Singapore
2000,431007703,EISHO MARU,Cargo,Japan
2001,577364000,HK CHALLENGER,Cargo,Vanuatu
2002,538005895,HEUNG-A JANICE,Cargo,Marshall Islands
2003,431010953,MASHU,Cargo,Japan
2004,431043000,SHONAI MARU,Cargo,Japan
2005,566742000,IVS RAFFLES,Cargo,Singapore
2006,548854000,ISTORYA,Cargo,Philippines
2007,352911000,ZUIYO,Cargo,Panama
2008,431301101,DAI65TENJINMARU,Cargo,Japan
2009,431401967,YAMAYURI,Cargo,Japan
2010,431016067,MIRAI,Cargo,Japan
2011,353399000,TAO ACE,Cargo,Panama
2012,431978000,REIHOU,Cargo,Japan
2013,548857000,FUJIHIME,Cargo,Philippines
2014,357007000,CHANG LONG,Cargo,Panama
2015,212555000,MARTINE,Cargo,Cyprus
2016,431014492,SHIN-OH MARU,Cargo,Japan
2017,372390000,TTM SUCCESS,Cargo,Panama
2018,431000411,TOUKIMARU,Cargo,Japan
2019,431004911,SHINSETO,Cargo,Japan
2020,636020537,MY FAIR LADY,Cargo,Liberia
2021,431009001,YUWAMARU NO.1,Cargo,Japan
2022,209877000,TROODOS OAK,Cargo,Cyprus
2023,354015000,SAIKAI MARU II,Cargo,Panama
2024,353366000,ATAYAL ACE,Cargo,Panama
2025,431009358,KAISEIMARU,Cargo,Japan
2026,431000952,FUKURYU MARU,Cargo,Japan
2027,431018476,KOHAKU,Cargo,Japan
2028,431005995,SHINKO MARU NO.28,Cargo,Japan
2029,667001728,JINGYANG,Cargo,Sierra Leone
2030,477493600,SITC INCHON,Cargo,Hong Kong
2031,312381000,TIAN PENG,Cargo,Belize
2032,431009245,MIWA MARU NO.3,Cargo,Japan
2033,431004995,UNAVAILABLE,Cargo,Japan
2034,431014696,REIMEI,Cargo,Japan
2035,312040000,XINHAI98,Cargo,Belize
2036,431008435,UNAVAILABLE,Cargo,Japan
2037,372367000,ONE HARBOUR,Cargo,Panama
2038,431010061,PIONEER A,Cargo,Japan
2039,431500446,AINANMARU,Cargo,Japan
2040,431003062,EBISU MARU,Cargo,Japan
2041,352001445,BAY PEACE,Cargo,Panama
2042,413382030,CHUN JIN,Cargo,China
2043,636019422,SIEM CURIE,Cargo,Liberia
2044,355474000,CAIYUNHE,Cargo,Panama
2045,431015487,ITSUKUSHIMA,Cargo,Japan
2046,431000879,SANSHU MARU,Cargo,Japan
2047,431002584,SEIUNMARU NO.38,Cargo,Japan
2048,372106000,SEIYO GLORY,Cargo,Panama
2049,538008344,TOMINI NOBILITY,Cargo,Marshall Islands
2050,371225000,CAPE ACE,Cargo,Panama
2051,370316000,SE CARDI,Cargo,Panama
2052,357547000,SAN DIEGO BRIDGE,Cargo,Panama
2053,431008867,GEIAN MARU,Cargo,Japan
2054,431004146,SHINNIKKO MARU,Cargo,Japan
2055,351291000,WINDS 3,Cargo,Panama
2056,431002306,NO.18 KOUN MARU,Cargo,Japan
2057,431001620,TAISHI MARU,Cargo,Japan
2058,431004505,UNAVAILABLE,Cargo,Japan
2059,431020008,12DAIYUUMARU,Fishing,Japan
2060,431007294,YOSHO MARU,Cargo,Japan
2061,431005872,UNAVAILABLE,Cargo,Japan
2062,431001077,SUMISE MARU NO.21,Cargo,Japan
2063,636020867,RIGHT HILL,Cargo,Liberia
2064,431007147,SHIN SAKAI MARU,Cargo,Japan
2065,441596000,TY GLORIA,Cargo,South Korea
2066,431004252,SHIN ITIKAWA MARU,Cargo,Japan
2067,432706000,YAIZU,Fishing,Japan
2068,431000834,KAISEIMARU,Cargo,Japan
2069,431167000,KOYOMARU NO.88,Fishing,Japan
2070,440157000,ILSHIN POLARIS ROYAL,Cargo,South Korea
2071,351698000,LADY ROSEBUD,Cargo,Panama
2072,431016022,UNAVAILABLE,Fishing,Japan
2073,477010200,GUANG HENG HAI,Cargo,Hong Kong
2074,431007046,SATUMIMARU,Cargo,Japan
2075,431016042,TAISEI MARU,Cargo,Japan
2076,431003739,TAISEI,Cargo,Japan
2077,565142000,CLOVER COLOSSUS,Cargo,Singapore
2078,431003032,HOKUSEI MARU,Cargo,Japan
2079,431732000,UNAVAILABLE,Fishing,Japan
2080,357083000,NORTH FORTUNE,Cargo,Panama
2081,431013568,SANYUMARU,Cargo,Japan
2082,440904000,TY EVER,Cargo,South Korea
2083,431602082,INNOVATOR,Cargo,Japan
2084,441942000,SUN FORTUNE,Cargo,South Korea
2085,431014096,UNAVAILABLE,Cargo,Japan
2086,352898766,EVER CONNECT,Cargo,Panama
2087,431007421,SHOYU,Cargo,Japan
2088,431013316,EIYUMARU NO.8,Cargo,Japan
2089,352001931,HAN HAI 106,Cargo,Panama
2090,431019000,JASPER DREAM,Cargo,Japan
2091,431001388,UNAVAILABLE,Cargo,Japan
2092,431002141,TETSUZAN MARU,Cargo,Japan
2093,431014205,MEIJI MARU NO.7,Cargo,Japan
2094,431007486,MIZUHO MARU,Cargo,Japan
2095,431003232,NICHIOH MARU,Cargo,Japan
2096,431501828,SEIWA MARU,Cargo,Japan
2097,431010257,SUMIWAKA MARU NO.2,Cargo,Japan
2098,312030000,UNITED EARNING,Cargo,Belize
2099,431501842,KOUHOU,Cargo,Japan
2100,373619000,EPOCH WIND,Cargo,Panama
2101,431005966,KINOENE MARU,Cargo,Japan
2102,441950000,ELPIS,Cargo,South Korea
2103,636092866,ALS CLIVIA,Cargo,Liberia
2104,431015863,ISE MIRAI,Cargo,Japan
2105,431200183,SADAMARU NO.38,Cargo,Japan
2106,431007416,UNAVAILABLE,Cargo,Japan
2107,431007419,TOYO MARU NO.3,Cargo,Japan
2108,431015906,UNAVAILABLE,Fishing,Japan
2109,441654000,SKY GLORY,Cargo,South Korea
2110,431019531,UNAVAILABLE,Fishing,Japan
2111,431017127,UNAVAILABLE,Fishing,Japan
2112,431301752,KOUZANMARU,Cargo,Japan
2113,431002936,TETURYUMARU,Cargo,Japan
2114,357194000,KEN UN,Cargo,Panama
2115,432629000,GEORGIA HIGHWAY,Cargo,Japan
2116,431006934,MITSUHIRO8,Cargo,Japan
2117,431019662,HOUEIMARU NO.7,Cargo,Japan
2118,431006857,SHINZUI MARU,Cargo,Japan
2119,431009521,SHINSEI MARU,Cargo,Japan
2120,431000674,AKI MARU,Cargo,Japan
2121,431005286,NISSHO MARU NO.58,Cargo,Japan
2122,256936000,RARAKA,Cargo,Malta
2123,431014162,TAKAKAGE,Cargo,Japan
2124,431760000,WAKABAMARU NO11,Fishing,Japan
2125,432410000,WAKABAMARU NO.5,Fishing,Japan
2126,431801000,MEIHO MARU NO.22,Fishing,Japan
2127,431678000,TAISEI MARU NO.24,Cargo,Japan
2128,431501725,SUMIWAKA MARU NO.61,Cargo,Japan
2129,352978177,WIN STAR,Cargo,Panama
2130,431003928,SHOTO MARU,Cargo,Japan
2131,431200683,TOYOFUJI MARU,Cargo,Japan
2132,374136000,BRILLIANT KNIGHT,Cargo,Panama
2133,431900131,UNAVAILABLE,Fishing,Japan
2134,431501791,JFE TOKYO BAY,Cargo,Japan
2135,431019532,USHIO,Cargo,Japan
2136,431000734,JP TSUBAKI,Cargo,Japan
2137,431013599,RIJYO,Cargo,Japan
2138,431013088,UNAVAILABLE,Cargo,Japan
2139,441805000,DONGJIN VENUS,Cargo,South Korea
2140,312235000,XIN HAI 18,Cargo,Belize
2141,431012083,SUMIYO,Cargo,Japan
2142,477043800,IRIS TRIUMPH,Cargo,Hong Kong
2143,256071000,CMA CGM MANTA RAY,Cargo,Malta
2144,432804000,UNAVAILABLE,Cargo,Japan
2145,431625000,OSHIMA MARU,Fishing,Japan
2146,431501876,UNAVAILABLE,Cargo,Japan
2147,352898708,RU YI HAI,Cargo,Panama
2148,431019411,UNAVAILABLE,Cargo,Japan
2149,431600490,UNAVAILABLE,Fishing,Japan
2150,431003159,MASUHOZAN MARU,Cargo,Japan
2151,371274000,MAERSK ENSENADA,Cargo,Panama
2152,431602344,SHINYOU MARU,Cargo,Japan
2153,241788000,CHIOS TRINITY,Cargo,Greece
2154,271002721,HALIL SAHIN,Cargo,Turkey
2155,431200693,SEIWA MARU,Cargo,Japan
2156,431013125,KAMIHARU MARU NO.2,Cargo,Japan
2157,371707000,SPARNA,Cargo,Panama
2158,374674000,COSMIC POLARIS,Cargo,Panama
2159,370666000,CHANG SHENG,Cargo,Panama
2160,431800000,JUNO HORIZON,Cargo,Japan
2161,538007547,STAR CLIPPER,Cargo,Marshall Islands
2162,431009991,POTETO MARU,Cargo,Japan
2163,370422000,REIYO,Cargo,Panama
2164,303352000,PRESIDENT EISENHOWER,Cargo,Alaska
2165,431100048,UNAVAILABLE,Fishing,Japan
2166,352001010,BAOYUE,Cargo,Panama
2167,457273000,ADEL.S,Cargo,Mongolia
2168,432874000,UNAVAILABLE,Fishing,Japan
2169,312916000,JUNE XIN,Cargo,Belize
2170,671801000,TRAWIND GLORY,Cargo,Togo
2171,431011666,NO.8SUEHIROMARU,Cargo,Japan
2172,431005916,SHISEI MARU,Cargo,Japan
2173,431555000,KAIYO MARU,Fishing,Japan
2174,351988000,ENERGY SUNRISE,Cargo,Panama
2175,636016222,YUYO,Cargo,Liberia
2176,431501857,IKUTA,Cargo,Japan
2177,431010707,HACHINOHE MARU,Cargo,Japan
2178,351265000,SUNNY WIND,Cargo,Panama
2179,431009876,HIMAWARI 8,Cargo,Japan
2180,538009737,QINGDAO TRADER,Cargo,Marshall Islands
2181,477767900,BARROW ISLAND,Cargo,Hong Kong
2182,431013651,SHINYOUMARU,Fishing,Japan
2183,431001149,UNAVAILABLE,Cargo,Japan
2184,431200632,YOUSHOUMARU,Cargo,Japan
2185,431200628,KOEIMARU NO.2,Cargo,Japan
2186,431100906,CHIHAYA MARU,Cargo,Japan
2187,431002986,RYUEI,Cargo,Japan
2188,431002702,KAISHO MARU,Cargo,Japan
2189,373927000,KASHIMA MARU,Cargo,Panama
2190,431600230,UNAVAILABLE,Fishing,Japan
2191,372945000,ANDROMEDA SPIRIT,Cargo,Panama
2192,352929000,OREGON HIGHWAY,Cargo,Panama
2193,538007558,PRINCESS PACIFIC,Cargo,Marshall Islands
2194,431637000,GAIA LEADER,Cargo,Japan
2195,636016126,CAP ANDREAS,Cargo,Liberia
2196,373701000,BASIC BRAVE,Cargo,Panama
2197,477137500,SILKROAD 03,Cargo,Hong Kong
2198,538008586,BAMBOO STAR,Cargo,Marshall Islands
2199,255806034,NORTHERN JASPER,Cargo,Madeira
2200,352690000,NAVIOS HARMONY,Cargo,Panama
2201,636020826,BBG MUARA,Cargo,Liberia
2202,259885000,STAR HARMONIA,Cargo,Norway
2203,636021563,PM HAYABUSA II,Cargo,Liberia
2204,538007072,YOUNGHEUNG,Cargo,Marshall Islands
2205,431016267,UNAVAILABLE,Cargo,Japan
2206,636017370,RONG MAY,Cargo,Liberia
2207,229463000,CMA CGM DIGNITY,Cargo,Malta
2208,636016200,ZIM HOUSTON,Cargo,Liberia
2209,353720000,OCEAN TACT,Cargo,Panama
2210,431006385,TSURUGA,Cargo,Japan
2211,413310040,XIN MING ZHOU 106,Cargo,China
2212,312993000,FUKU HARU,Cargo,Belize
2213,374570000,ITALIAN BULKER,Cargo,Panama
2214,440559000,HYUNDAI GOODWILL,Cargo,South Korea
2215,353728000,MSC MADELEINE,Cargo,Panama
2216,431335000,CORONA VICTORY,Cargo,Japan
2217,312878000,YUAN CHEN 27,Cargo,Belize
2218,431501738,WAKABA NI SEI,Cargo,Japan
2219,413151000,XIN YING KOU,Cargo,China
2220,563014400,RGL FIRST,Cargo,Singapore
2221,431602298,MANYOMARU NO.18,Cargo,Japan
2222,636015506,MSC VEGA,Cargo,Liberia
2223,538009694,STAR RANGER,Cargo,Marshall Islands
2224,431008166,MAKI MARU,Cargo,Japan
2225,431001019,SHINPO MARU,Cargo,Japan
2226,431700539,SOHO MARU NO.16,Fishing,Japan
2227,431012798,KEISHINMARU,Cargo,Japan
2228,431005772,MEIRYU MARU NO.1,Cargo,Japan
2229,431300018,KANYO MARU,Cargo,Japan
2230,431402047,TAIYOUMARU NO.8,Cargo,Japan
2231,431013385,KOUSEI MARU,Cargo,Japan
2232,636018225,NYK THEMIS,Cargo,Liberia
2233,431100363,RIKURYU MARU,Cargo,Japan
2234,431010696,MARIMO,Cargo,Japan
2235,477234900,OCEAN HAPPINESS,Cargo,Hong Kong
2236,431010248,HIMAWARI 9,Cargo,Japan
2237,538009846,XANADU,Cargo,Marshall Islands
2238,477065200,COSCO FORTUNE,Cargo,Hong Kong
2239,431004341,OKUNI MARU,Cargo,Japan
2240,431006963,ERIMOMARU NO35,Fishing,Japan
2241,431683000,NISSHIN MARU,Fishing,Japan
2242,273565310,OTLICHITELNYY,Fishing,Russian Federation
2243,431301547,TAIKO MARU,Cargo,Japan
2244,431004956,SAGAMI,Cargo,Japan
2245,431015302,HOURAIMARU NO28,Cargo,Japan
2246,431019689,TAISEI MARU NO.3,Cargo,Japan
2247,431300491,TENJIN MARU NO.47,Cargo,Japan
2248,431000395,HAYASE MARU,Cargo,Japan
2249,312063000,JIAHANG STAR,Cargo,Belize
2250,431400223,KOYO MARU,Cargo,Japan
2251,431018542,57 DAIUN MARU,Fishing,Japan
2252,431005756,TAIRYU MARU,Cargo,Japan
2253,431011583,DAI3 OUKAIMARU,Cargo,Japan
2254,431001258,FUKUHOMARU,Cargo,Japan
2255,431005364,SHINKA MARU,Cargo,Japan
2256,374215000,SM TIGER,Cargo,Panama
2257,256300000,CMA CGM TANCREDI,Cargo,Malta
2258,370851000,SEA CORAL,Cargo,Panama
2259,432621000,NO.3 YUSHIN MARU,Fishing,Japan
2260,431000763,REITAKU,Cargo,Japan
2261,431006942,HOKUTO,Cargo,Japan
2262,431010971,MIWA,Cargo,Japan
2263,636021093,SUSTAINABLE EARTH,Cargo,Liberia
2264,440366000,STAR VOYAGER,Cargo,South Korea
2265,431300795,KATSUEI MARU NO.18,Cargo,Japan
2266,431010468,SHIGENOBU,Cargo,Japan
2267,431700103,ZAO MARU,Cargo,Japan
2268,413491180,DA QING,Cargo,China
2269,353424000,AMIS INTEGRITY,Cargo,Panama
2270,205790000,CL CENTURY,Cargo,Belgium
2271,273295560,ALAID,Cargo,Russian Federation
2272,431015169,SHINKOU MARU NO.58,Cargo,Japan
2273,431015231,KOUSHIN MARU,Cargo,Japan
2274,354968000,SANTA ISABEL,Cargo,Panama
2275,563053800,CSK ENTERPRISE,Cargo,Singapore
2276,431016791,OUKAI MARU NO 5,Cargo,Japan
2277,431015577,SHINMON MARU,Cargo,Japan
2278,431100123,FUYO MARU NO.5,Cargo,Japan
2279,431158000,HAYATO,Fishing,Japan
2280,431401161,UNAVAILABLE,Fishing,Japan
2281,538009341,ANDROMACHE,Cargo,Marshall Islands
2282,667001379,XING YANG 7,Cargo,Sierra Leone
2283,636020608,RUTH,Cargo,Liberia
2284,273290040,LUNTOS,Fishing,Russian Federation
2285,432760000,N0.5 KAIYO MARU,Fishing,Japan
2286,311957000,PERUVIAN REEFER,Cargo,Bahamas
2287,412549379,UNAVAILABLE,Fishing,China
2288,373746000,NEW COMMANDER,Cargo,Panama
2289,477585900,SCO QINGDAO,Cargo,Hong Kong
2290,356665000,QING LI,Cargo,Panama
2291,412420829,UNAVAILABLE,Cargo,China
2292,538006472,FEDERAL CARIBOU,Cargo,Marshall Islands
2293,273436790,PETERGOF,Cargo,Russian Federation
2294,319211600,ONE ARCADIA,Cargo,Cayman Islands
2295,354495000,QING JI,Cargo,Panama
2296,412440837,FU YUAN YU YUN 088,Cargo,China
2297,538005520,SUNNY COSMOS,Cargo,Marshall Islands
2298,431017708,NEW FUTABA,Cargo,Japan
2299,431016823,RYUSHOUMARU NO.58,Fishing,Japan
2300,412440239,FU YUAN YU LENG 36,Cargo,China
2301,431008693,MISAKI,Cargo,Japan
2302,431011542,FUJIKI,Cargo,Japan
2303,477133400,JOSCO HUIZHOU,Cargo,Hong Kong
2304,273348810,ICE STREAM,Cargo,Russian Federation
2305,373361000,AMIS JUSTICE,Cargo,Panama
2306,636021241,FULVIA,Cargo,Liberia
2307,431811000,KAIYOUMARU NO.8,Fishing,Japan
2308,431005156,HANYO MARU,Cargo,Japan
2309,431000580,KAIOMARU,Fishing,Japan
2310,431466000,KAIYOMARU NO.7,Fishing,Japan
2311,367438000,MAUNAWILI,Cargo,USA
2312,431013872,SHIN RYUOU,Cargo,Japan
2313,414325000,XIN TUO,Cargo,China
2314,312125000,MING JIANG,Cargo,Belize
2315,431005083,SHINKOMARU NO.18,Cargo,Japan
2316,352001351,BAO JING,Cargo,Panama
2317,431013119,KAI-OH MARU,Cargo,Japan
2318,431008091,HOKUSEIMARU,Fishing,Japan
2319,431000818,MITUHIRO5,Cargo,Japan
2320,431003344,MEISEI MARU,Cargo,Japan
2321,431600258,SENPO  MARU,Cargo,Japan
2322,431011766,HISATSU MARU,Cargo,Japan
2323,431401788,SUMISE MARU NO.8,Cargo,Japan
2324,431015069,KOUTOKUMARU NO.11,Cargo,Japan
2325,431001049,ENSHUMARU,Cargo,Japan
2326,431006908,RYUSHOU,Cargo,Japan
2327,431015303,SENHIME,Cargo,Japan
2328,431006889,MISEN MARU,Cargo,Japan
2329,339301330,BANDA SEA,Cargo,Jamaica
2330,273344030,GREI,Fishing,Russian Federation
2331,273385950,DAITOKU MARU,Fishing,Russian Federation
2332,373096000,KEY JOURNEY,Cargo,Panama
2333,273295160,OSTROVNOY-11,Fishing,Russian Federation
2334,273339110,ZALIV RADUGA,Cargo,Russian Federation
2335,636018471,ZIM BALTIMORE,Cargo,Liberia
2336,311000239,AFRICAN STARLING,Cargo,Bahamas
2337,412549349,LURONGYUANYUYUN668,Cargo,China
2338,372033000,SHUN HANG,Cargo,Panama
2339,412549364,FUYUANYU8636,Fishing,China
2340,440855000,NO.517SUNGKYUNG,Fishing,South Korea
2341,416757000,SHAN MAAN NO.12,Fishing,Taiwan
2342,412549016,ZHANHAI001,Fishing,China
2343,440297000,91 TAE BAEK,Fishing,South Korea
2344,416007978,AN FONG NO.888,Fishing,Taiwan
2345,416243800,JAI FA NO.2,Fishing,Taiwan
2346,412549216,LU RONG YUAN YU891,Fishing,China
2347,412440828,FU YUAN YU 8287,Fishing,China
2348,416778000,WIN SHUEN SHING,Cargo,Taiwan
2349,372104000,ONE HANNOVER,Cargo,Panama
2350,229389000,CMA CGM UNITY,Cargo,Malta
2351,432561000,KOUEI_MARU_NO.31,Fishing,Japan
2352,477441400,SEASPAN YANGTZE,Cargo,Hong Kong
2353,636018051,PATROKLOS,Cargo,Liberia
2354,273569100,KAMLAYN,Fishing,Russian Federation
2355,477598100,CHINA PIONEER,Cargo,Hong Kong
2356,273391550,TORLAND,Fishing,Russian Federation
2357,374910000,RED LILY,Cargo,Panama
2358,273337860,KAMCHATKA HARVEST,Fishing,Russian Federation
2359,273216680,OKEAN-3,Fishing,Russian Federation
2360,273394660,SHIKOTAN,Fishing,Russian Federation
2361,273854500,KALINOVKA,Fishing,Russian Federation
2362,273313270,SIMFONIYA,Cargo,Russian Federation
2363,273451890,GINNETON,Fishing,Russian Federation
2364,477043300,NARUTO STRAIT,Cargo,Hong Kong
2365,311044500,QUETZAL ARROW,Cargo,Bahamas
2366,256940000,ZIM SHANGHAI,Cargo,Malta
2367,636018731,YANGZE 12,Cargo,Liberia
2368,636015607,HYUNDAI AMBITION,Cargo,Liberia
2369,351446000,MORNING CAROLINE,Cargo,Panama
2370,412440809,FU YUAN YU 7009,Fishing,China
2371,412549371,FUYUANYU  8642,Fishing,China
2372,412440679,FU YUAN YU 8672,Fishing,China
2373,412440813,UNAVAILABLE,Fishing,China
2374,412549372,FUYUANYU 8643,Fishing,China
2375,412549367,FUYUANYU  8639,Fishing,China
2376,412549375,UNAVAILABLE,Fishing,China
2377,412440485,UNAVAILABLE,Fishing,China
2378,353260000,ATLANTIC TRAMP,Cargo,Panama
2379,412440697,UNAVAILABLE,Fishing,China
2380,412440478,FUYUANYU081,Fishing,China
2381,412440807,FU YUAN YU 7007,Fishing,China
2382,412440363,UNAVAILABLE,Fishing,China
2383,412549368,FUYUANYU  8640,Fishing,China
2384,412331486,LURONGYUANYUYUN009,Fishing,China
2385,416238500,LUNG SOON FA NO.1,Fishing,Taiwan
2386,412300376,TIAN XIANG58,Fishing,China
2387,416236500,HSIANG JIN FA,Fishing,Taiwan
2388,416510000,HSIANG CHING,Fishing,Taiwan
2389,416664000,SHANG MANG,Fishing,Taiwan
2390,412331088,LU HUANG YUAN YU 118,Fishing,China
2391,416248800,CHANG CHUN 101,Fishing,Taiwan
2392,577101000,FONG TAI 21,Fishing,Vanuatu
2393,412331087,LU HUANG YUAN YU 117,Fishing,China
2394,416350000,JIH DA YNG,Fishing,Taiwan
2395,412329655,LU HUANG YUAN YU 105,Fishing,China
2396,416251900,SHIN TORNG SHING,Fishing,Taiwan
2397,412331001,LUJIAONANYUANYU177,Fishing,China
2398,412440825,UNAVAILABLE,Fishing,China
2399,412440833,FUYUANYU8291,Fishing,China
2400,412440823,FU YUAN YU 8281,Fishing,China
2401,412549037,LURONGYUANYUYUN888,Cargo,China
2402,412440824,FU YUAN YU 8282,Fishing,China
2403,412440831,FUYUANYU8289,Fishing,China
2404,412440827,FUYUANYU8286,Fishing,China
2405,412549135,LU RONG YUAN YU 303,Fishing,China
2406,412440832,FUYUANYU8290,Fishing,China
2407,416201700,UNAVAILABLE,Fishing,Taiwan
2408,412200083,AN XING HAI,Fishing,China
2409,412421011,UNAVAILABLE,Fishing,China
2410,412421075,XIN HAI 1273,Fishing,China
2411,416248500,PENG YANG,Fishing,Taiwan
2412,8703488,103BADA,Fishing,
2413,357578000,CORONA YOUTHFUL,Cargo,Panama
2414,312888000,XINHAI799,Cargo,Belize
2415,431000201,SHINSEI MARU,Cargo,Japan
2416,371153000,FAIRWIND LEGION,Cargo,Panama
2417,431006685,SUMISE MARU NO.23,Cargo,Japan
2418,431014859,SUMIYOSHI MARU NO.38,Cargo,Japan
2419,431015322,SEIJU MARU,Cargo,Japan
2420,563170600,WAN HAI 352,Cargo,Singapore
2421,431004005,KIYOMORI,Cargo,Japan
2422,355824000,HOANYA WISDOM,Cargo,Panama
2423,431013428,UNAVAILABLE,Cargo,Japan
2424,431001021,SEKIEI MARU,Cargo,Japan
2425,431700716,UNAVAILABLE,Cargo,Japan
2426,356478000,MING XIANG DA 18,Cargo,Panama
2427,431009804,UNAVAILABLE,Cargo,Japan
2428,431890000,SHOYO MARU,Fishing,Japan
2429,431008051,RYOKO MARU,Cargo,Japan
2430,563029100,UNAVAILABLE,Cargo,Singapore
2431,431014011,HOKUNAN MARU,Cargo,Japan
2432,431013789,HOKUYUMARU,Cargo,Japan
2433,667001498,ALTAY,Cargo,Sierra Leone
2434,312798000,BAO YANG,Cargo,Belize
2435,431010532,SHICHIHO MARU,Cargo,Japan
2436,353894000,SPRING TIDE,Cargo,Panama
2437,431501746,HARUKAZE,Cargo,Japan
2438,431015184,SEIRYUMARU,Cargo,Japan
2439,431004115,HOKUREN MARU,Cargo,Japan
2440,257596000,BELHAVEN,Cargo,Norway
2441,431001040,HOKUO MARU,Cargo,Japan
2442,431008417,HOKUREN MARU NO.2,Cargo,Japan
2443,538008808,TAURUS HONOR,Cargo,Marshall Islands
2444,431018799,KOUKI,Cargo,Japan
2445,431006614,PACIFIC GLORY,Cargo,Japan
2446,373239000,MUTIARA,Cargo,Panama
2447,269837000,ROMANDIE,Cargo,Switzerland
2448,431100125,SHIMOKITA MARU,Cargo,Japan
2449,370489000,ORIENT KING,Cargo,Panama
2450,477237300,CANPOTEX INSPIRE,Cargo,Hong Kong
2451,412440684,UNAVAILABLE,Fishing,China
2452,412549373,FUYUANYU 8644,Fishing,China
2453,412440482,UNAVAILABLE,Fishing,China
2454,416250700,AN FONG NO.188,Fishing,Taiwan
2455,412300377,TIAN XIANG57,Fishing,China
2456,431667000,PLUMERIA LEADER,Cargo,Japan
2457,247376400,GRANDE HALIFAX,Cargo,Italy
2458,636016248,TOKYO CAR,Cargo,Liberia
2459,538003181,CAPE FELTON,Cargo,Marshall Islands
2460,431000775,UNAVAILABLE,Fishing,Japan
2461,371277000,PROUD UNITY,Cargo,Panama
2462,229204000,DENSA SEA LION,Cargo,Malta
2463,538008172,YASA JUPITER,Cargo,Marshall Islands
2464,229653000,SHIPKA,Cargo,Malta
2465,636018097,SM MUMBAI,Cargo,Liberia
2466,431647000,AURIGA LEADER,Cargo,Japan
2467,431783000,ANDROMEDA LEADER,Cargo,Japan
2468,413363690,SHENG SONG GONG 11,Cargo,China
2469,273567010,ARINA,Fishing,Russian Federation
2470,477112100,PACIFIC ACTIVITY,Cargo,Hong Kong
2471,565425000,WAN HAI 316,Cargo,Singapore
2472,565132000,WAN HAI 313,Cargo,Singapore
2473,538002591,CAPE FARO,Cargo,Marshall Islands
2474,416002304,UNAVAILABLE,Fishing,Taiwan
2475,413138000,XIN FANG CHENG,Cargo,China
2476,563584000,WAN HAI 613,Cargo,Singapore
2477,416001519,UNAVAILABLE,Fishing,Taiwan
2478,354827000,AMIS QUEEN,Cargo,Panama
2479,538008934,AQUAVITA ETERNITY,Cargo,Marshall Islands
2480,413017000,XIN FA HAI,Cargo,China
2481,372136000,SEA ALICE,Cargo,Panama
2482,431339000,PEGASUS ACE,Cargo,Japan
2483,563982000,EVER LIVELY,Cargo,Singapore
2484,311003500,RCC TIANJIN,Cargo,Bahamas
2485,229778000,CMA CGM ARCTIC,Cargo,Malta
2486,416758000,UNAVAILABLE,Fishing,Taiwan
2487,538005672,GLOVIS SYMPHONY,Cargo,Marshall Islands
2488,441718000,LADY CEDROS,Cargo,South Korea
2489,431786000,HOKUHO MARU,Fishing,Japan
2490,353514000,PROGRESS ACE,Cargo,Panama
2491,356453000,BUNA ARROW,Cargo,Panama
2492,351187000,AC AMITY,Cargo,Panama
2493,577100000,FONG HAI NO.11,Fishing,Vanuatu
2494,636092786,CAUQUENES,Cargo,Liberia
2495,538007174,TORO,Cargo,Marshall Islands
2496,412422706,HUA YING 803,Fishing,China
2497,412672140,UNAVAILABLE,Fishing,China
2498,412672150,ZHOU YU 679,Fishing,China
2499,412420114,PU YUAN 801,Fishing,China
2500,412671870,ZHOU YU 810,Fishing,China
2501,311475000,GLOBAL LEADER,Cargo,Bahamas
2502,477207700,SEASPAN EMERALD,Cargo,Hong Kong
2503,374539000,MIA LR,Cargo,Panama
2504,477302500,KOTA LUKIS,Cargo,Hong Kong
2505,636092792,CAUTIN,Cargo,Liberia
2506,371180000,NBA MILLET,Cargo,Panama
2507,353903000,SEATTLE BRIDGE,Cargo,Panama
2508,220593000,GERNER MAERSK,Cargo,Denmark
2509,477271300,CSCL YELLOW SEA,Cargo,Hong Kong
2510,374518000,SUMMER SKY,Cargo,Panama
